Date,Supplier,Country,Manufacturer,Region,Warehouse,Distribution_Center,Product,Quantity,Unit_Cost,Transport_Cost,Delivery_Time (days),Delay (days),Revenue,Mode_Of_Transport
2023-09-17,Supplier_C,China,Manu_X,America,WH_Berlin,DC_Mumbai,Tablet,1844,142,69,10,1,389084,Truck
2025-03-08,Supplier_D,Brazil,Manu_X,Asia,WH_Chicago,DC_Toronto,Laptop,1196,268,12,5,1,411424,Sea
2024-03-24,Supplier_B,Brazil,Manu_Z,Asia,WH_SaoPaulo,DC_Paris,Laptop,722,99,28,6,0,135736,Sea
2024-06-27,Supplier_B,Japan,Manu_X,Europe,WH_Tokyo,DC_Mumbai,Phone,1079,77,68,7,1,167245,Sea
2024-10-22,Supplier_D,India,Manu_X,Asia,WH_Chicago,DC_Mumbai,Phone,1882,141,97,3,0,351934,Truck
2024-12-26,Supplier_D,Germany,Manu_Z,Europe,WH_Delhi,DC_Paris,Router,977,149,63,5,4,199308,Sea
2025-01-13,Supplier_C,India,Manu_Y,Europe,WH_Chicago,DC_Mumbai,Phone,1807,220,67,6,1,433680,Sea
2024-10-23,Supplier_D,USA,Manu_Y,Asia,WH_Delhi,DC_Seoul,Laptop,1026,257,59,9,2,296514,Truck
2024-06-13,Supplier_C,Brazil,Manu_Z,America,WH_Chicago,DC_Paris,Router,1101,109,84,3,1,226806,Sea
2024-07-01,Supplier_C,Germany,Manu_Z,Europe,WH_Chicago,DC_Mumbai,Router,273,179,49,7,0,61971,Truck
2024-11-20,Supplier_B,Germany,Manu_Y,Europe,WH_Berlin,DC_Rio,Monitor,528,121,83,4,0,92400,Truck
2024-03-26,Supplier_A,Germany,Manu_X,Europe,WH_Tokyo,DC_Seoul,Router,436,260,29,2,1,128184,Air
2024-02-02,Supplier_B,Brazil,Manu_Y,Asia,WH_Berlin,DC_Toronto,Phone,716,78,39,7,0,96660,Truck
2025-04-02,Supplier_A,Brazil,Manu_Y,Asia,WH_Berlin,DC_Toronto,Router,1811,156,76,8,1,318736,Truck
2024-08-22,Supplier_A,India,Manu_X,Europe,WH_SaoPaulo,DC_Seoul,Laptop,228,186,63,7,1,57228,Sea
2024-05-06,Supplier_B,Japan,Manu_Y,Europe,WH_Berlin,DC_Seoul,Monitor,503,249,74,2,1,170517,Sea
2024-11-15,Supplier_A,India,Manu_Y,Asia,WH_Berlin,DC_Mumbai,Laptop,1148,106,37,3,2,218120,Rail
2023-10-25,Supplier_C,Germany,Manu_X,Asia,WH_Tokyo,DC_Paris,Phone,1630,157,91,8,0,288510,Air
2023-10-25,Supplier_A,USA,Manu_Z,Asia,WH_Berlin,DC_Mumbai,Laptop,621,236,45,7,0,205551,Sea
2023-09-11,Supplier_C,USA,Manu_Z,America,WH_Tokyo,DC_Mumbai,Monitor,1201,69,70,6,1,145321,Air
2024-02-09,Supplier_C,USA,Manu_X,America,WH_Chicago,DC_Rio,Laptop,747,278,20,10,2,225594,Air
2024-03-09,Supplier_D,Japan,Manu_Y,Europe,WH_Tokyo,DC_Rio,Laptop,398,271,16,8,0,121788,Sea
2025-04-24,Supplier_C,China,Manu_Y,America,WH_SaoPaulo,DC_Paris,Router,1769,190,73,8,0,399794,Sea
2024-02-25,Supplier_A,China,Manu_X,Europe,WH_Berlin,DC_Toronto,Tablet,209,137,50,10,1,49533,Rail
2023-09-18,Supplier_C,Japan,Manu_X,Asia,WH_Delhi,DC_Toronto,Monitor,1090,125,90,7,1,238710,Sea
2023-10-28,Supplier_C,China,Manu_X,Asia,WH_Chicago,DC_Toronto,Phone,132,156,43,3,0,28116,Rail
2024-01-16,Supplier_B,Brazil,Manu_X,Europe,WH_Delhi,DC_Toronto,Monitor,1401,222,44,7,0,360057,Rail
2025-05-23,Supplier_A,China,Manu_Y,America,WH_SaoPaulo,DC_Paris,Phone,1460,206,84,3,0,423400,Rail
2025-05-02,Supplier_C,China,Manu_X,Europe,WH_Berlin,DC_Rio,Phone,1066,107,40,7,1,178022,Truck
2023-09-02,Supplier_D,Germany,Manu_X,Asia,WH_Tokyo,DC_Mumbai,Router,760,119,49,6,0,127680,Rail
2024-11-12,Supplier_A,India,Manu_Z,America,WH_Tokyo,DC_Seoul,Monitor,759,271,63,8,0,223146,Truck
2024-03-15,Supplier_B,India,Manu_Z,Asia,WH_Berlin,DC_Rio,Tablet,365,206,27,9,1,91250,Truck
2023-10-18,Supplier_A,Brazil,Manu_X,America,WH_Chicago,DC_Seoul,Tablet,1509,152,87,3,1,330471,Air
2023-12-11,Supplier_D,China,Manu_Y,America,WH_Tokyo,DC_Seoul,Router,703,281,87,7,0,228475,Air
2024-06-08,Supplier_D,Brazil,Manu_Z,America,WH_Delhi,DC_Paris,Monitor,953,221,62,4,0,255404,Rail
2023-11-11,Supplier_A,Brazil,Manu_Y,Asia,WH_Chicago,DC_Seoul,Laptop,1313,138,37,3,0,231088,Truck
2025-06-03,Supplier_B,Japan,Manu_Z,Europe,WH_SaoPaulo,DC_Paris,Router,1364,168,97,5,1,264616,Rail
2025-07-03,Supplier_D,Germany,Manu_Y,America,WH_Berlin,DC_Toronto,Phone,1729,162,60,3,3,344071,Air
2023-09-05,Supplier_C,Japan,Manu_X,Europe,WH_Tokyo,DC_Mumbai,Router,790,290,38,9,0,270970,Air
2024-03-29,Supplier_B,Germany,Manu_Z,Asia,WH_Berlin,DC_Seoul,Router,1936,195,16,7,0,470448,Air
2023-11-14,Supplier_C,Brazil,Manu_Z,Europe,WH_Berlin,DC_Rio,Tablet,1436,87,20,7,1,157960,Truck
2024-02-17,Supplier_B,India,Manu_X,America,WH_SaoPaulo,DC_Rio,Monitor,1534,259,90,6,0,435656,Sea
2025-03-31,Supplier_B,India,Manu_Y,Europe,WH_Berlin,DC_Mumbai,Laptop,1156,59,69,8,3,132940,Rail
2025-02-07,Supplier_B,China,Manu_X,Europe,WH_Berlin,DC_Seoul,Tablet,482,251,96,7,0,133032,Rail
2025-06-09,Supplier_A,Germany,Manu_Y,Europe,WH_Tokyo,DC_Mumbai,Phone,1918,54,92,10,0,205226,Truck
2024-06-25,Supplier_C,China,Manu_Y,Asia,WH_Berlin,DC_Rio,Monitor,533,184,66,5,0,134849,Air
2024-08-21,Supplier_C,USA,Manu_Z,Europe,WH_Chicago,DC_Toronto,Laptop,292,218,38,9,0,88476,Truck
2025-04-11,Supplier_D,China,Manu_X,America,WH_Tokyo,DC_Toronto,Tablet,1463,149,41,5,0,327712,Air
2023-11-09,Supplier_C,Germany,Manu_Z,Europe,WH_Tokyo,DC_Toronto,Tablet,942,61,94,3,1,76302,Sea
2024-11-11,Supplier_B,USA,Manu_Y,Asia,WH_Berlin,DC_Paris,Laptop,958,123,63,3,0,182978,Truck
2024-06-09,Supplier_A,Brazil,Manu_Z,America,WH_Delhi,DC_Mumbai,Phone,1376,271,17,6,1,492608,Sea
2023-08-29,Supplier_C,Germany,Manu_X,Asia,WH_SaoPaulo,DC_Paris,Router,1690,282,14,3,0,615160,Sea
2025-06-19,Supplier_B,USA,Manu_Y,America,WH_Chicago,DC_Mumbai,Laptop,1683,278,13,2,0,614295,Truck
2024-05-03,Supplier_D,India,Manu_Y,America,WH_Tokyo,DC_Rio,Router,925,167,59,4,0,246975,Sea
2025-06-20,Supplier_A,Germany,Manu_X,America,WH_Chicago,DC_Rio,Monitor,1119,242,23,9,2,354723,Rail
2025-01-13,Supplier_B,Germany,Manu_Z,America,WH_Chicago,DC_Mumbai,Phone,1404,75,19,6,2,238680,Truck
2024-12-13,Supplier_A,Japan,Manu_Z,Asia,WH_Delhi,DC_Paris,Laptop,456,130,54,3,2,83448,Air
2024-12-21,Supplier_A,Japan,Manu_X,Asia,WH_Chicago,DC_Mumbai,Router,845,265,35,4,1,284765,Truck
2024-08-24,Supplier_A,India,Manu_Y,Europe,WH_Berlin,DC_Seoul,Laptop,1651,280,64,3,2,572897,Sea
2023-08-12,Supplier_A,Germany,Manu_Y,America,WH_Berlin,DC_Paris,Monitor,1050,212,33,4,0,288750,Air
2025-07-03,Supplier_B,Germany,Manu_Y,Asia,WH_Tokyo,DC_Seoul,Tablet,1213,281,31,9,0,416059,Sea
2023-08-22,Supplier_B,USA,Manu_Z,America,WH_SaoPaulo,DC_Mumbai,Tablet,1068,50,10,4,0,88644,Sea
2025-03-09,Supplier_C,Japan,Manu_Z,America,WH_Berlin,DC_Seoul,Router,432,127,64,4,0,73440,Sea
2024-12-03,Supplier_B,India,Manu_Z,Asia,WH_Berlin,DC_Mumbai,Tablet,769,51,23,5,2,97663,Rail
2023-09-18,Supplier_C,Brazil,Manu_X,Europe,WH_SaoPaulo,DC_Mumbai,Tablet,422,107,38,4,0,54860,Sea
2024-05-20,Supplier_B,USA,Manu_Y,America,WH_Tokyo,DC_Rio,Monitor,1243,230,39,8,0,379115,Air
2024-08-15,Supplier_B,USA,Manu_Y,Asia,WH_Chicago,DC_Mumbai,Phone,551,282,98,9,0,187340,Air
2024-08-13,Supplier_C,Japan,Manu_Z,America,WH_Tokyo,DC_Rio,Tablet,260,177,90,6,1,53300,Rail
2025-06-14,Supplier_D,China,Manu_Z,Europe,WH_Delhi,DC_Rio,Phone,141,273,33,9,1,49350,Air
2023-11-22,Supplier_A,India,Manu_Y,America,WH_Delhi,DC_Rio,Laptop,1497,52,74,9,0,197604,Truck
2025-07-16,Supplier_B,Japan,Manu_Z,America,WH_Delhi,DC_Seoul,Tablet,292,84,21,3,2,49932,Rail
2024-04-14,Supplier_A,Japan,Manu_X,Europe,WH_Chicago,DC_Paris,Laptop,265,134,87,2,1,54855,Rail
2025-06-11,Supplier_D,USA,Manu_X,Europe,WH_Tokyo,DC_Mumbai,Tablet,1731,69,27,4,3,178293,Sea
2023-08-07,Supplier_A,India,Manu_Z,Europe,WH_Berlin,DC_Rio,Laptop,949,234,42,5,0,304629,Truck
2024-12-07,Supplier_B,Brazil,Manu_Z,Europe,WH_Berlin,DC_Paris,Router,1495,215,32,6,0,388700,Truck
2023-09-10,Supplier_C,Japan,Manu_X,Europe,WH_Tokyo,DC_Toronto,Router,1306,196,58,5,0,381352,Air
2023-10-30,Supplier_B,USA,Manu_Y,America,WH_SaoPaulo,DC_Mumbai,Laptop,404,180,52,4,2,112312,Truck
2024-06-03,Supplier_C,China,Manu_X,America,WH_Tokyo,DC_Mumbai,Router,1841,229,66,8,0,489706,Sea
2024-12-01,Supplier_A,India,Manu_X,Europe,WH_Delhi,DC_Paris,Router,1798,176,89,8,0,359600,Air
2025-02-01,Supplier_A,India,Manu_Y,America,WH_Delhi,DC_Seoul,Tablet,735,179,82,9,2,187425,Air
2024-02-04,Supplier_B,Germany,Manu_X,Asia,WH_Chicago,DC_Toronto,Tablet,1963,122,48,5,1,380822,Air
2025-03-23,Supplier_B,India,Manu_Y,Europe,WH_SaoPaulo,DC_Rio,Phone,238,285,64,2,0,74970,Truck
2025-03-29,Supplier_A,Brazil,Manu_X,America,WH_Berlin,DC_Mumbai,Router,1729,98,67,6,2,280098,Truck
2023-09-11,Supplier_B,USA,Manu_Y,Europe,WH_Berlin,DC_Paris,Monitor,413,168,73,5,0,105315,Rail
2025-01-29,Supplier_A,Brazil,Manu_X,America,WH_Tokyo,DC_Toronto,Laptop,947,54,13,4,1,142050,Truck
2025-05-11,Supplier_D,Japan,Manu_X,Europe,WH_SaoPaulo,DC_Rio,Phone,1426,266,26,9,2,470580,Rail
2024-01-09,Supplier_A,Japan,Manu_X,Europe,WH_Tokyo,DC_Mumbai,Tablet,1369,236,68,7,0,442187,Rail
2023-12-30,Supplier_B,Japan,Manu_Y,Europe,WH_Berlin,DC_Paris,Phone,595,189,50,10,1,131495,Sea
2023-08-31,Supplier_D,Japan,Manu_Y,Europe,WH_Delhi,DC_Rio,Phone,1420,211,87,9,1,377720,Rail
2023-10-29,Supplier_D,India,Manu_Z,Europe,WH_Chicago,DC_Toronto,Tablet,1494,194,15,3,0,321210,Air
2025-01-18,Supplier_A,Germany,Manu_Y,Asia,WH_Delhi,DC_Toronto,Phone,622,109,26,2,2,120046,Truck
2024-12-04,Supplier_D,India,Manu_Y,America,WH_Berlin,DC_Rio,Tablet,779,237,63,4,2,219678,Sea
2024-08-09,Supplier_C,USA,Manu_Z,Europe,WH_Berlin,DC_Seoul,Phone,1158,85,19,2,0,164436,Truck
2025-05-18,Supplier_D,Brazil,Manu_X,Asia,WH_Berlin,DC_Seoul,Phone,1343,163,25,5,0,302175,Sea
2025-05-19,Supplier_C,Japan,Manu_Y,Europe,WH_Chicago,DC_Rio,Monitor,1919,203,62,5,1,470155,Rail
2024-09-24,Supplier_B,Japan,Manu_Y,Europe,WH_Chicago,DC_Seoul,Phone,1132,295,34,3,1,429028,Truck
2025-03-27,Supplier_D,Japan,Manu_Y,America,WH_Tokyo,DC_Mumbai,Phone,1306,125,66,5,0,211572,Air
2024-12-05,Supplier_D,India,Manu_Y,Asia,WH_SaoPaulo,DC_Seoul,Monitor,1588,101,56,5,0,246140,Truck
2024-09-22,Supplier_C,Japan,Manu_Z,America,WH_Tokyo,DC_Mumbai,Laptop,344,296,66,8,1,125560,Truck
2025-04-30,Supplier_D,China,Manu_Y,Asia,WH_Berlin,DC_Toronto,Router,1098,245,45,4,0,296460,Air
2024-10-04,Supplier_B,USA,Manu_X,Europe,WH_SaoPaulo,DC_Rio,Monitor,490,124,92,6,0,79870,Truck
2025-05-23,Supplier_C,China,Manu_Y,Europe,WH_Berlin,DC_Mumbai,Monitor,1305,257,91,2,0,395415,Rail
2024-02-20,Supplier_A,India,Manu_Y,America,WH_Berlin,DC_Toronto,Router,421,207,19,6,0,107776,Rail
2024-06-12,Supplier_B,Japan,Manu_Y,America,WH_Delhi,DC_Paris,Router,1672,154,100,2,0,319352,Truck
2025-01-24,Supplier_B,USA,Manu_Y,America,WH_Berlin,DC_Mumbai,Router,1092,54,33,2,0,138684,Rail
2024-02-25,Supplier_B,Japan,Manu_Z,Asia,WH_Delhi,DC_Paris,Monitor,1320,261,96,6,0,382800,Sea
2024-04-17,Supplier_C,Japan,Manu_X,America,WH_Chicago,DC_Mumbai,Phone,426,196,55,9,1,98832,Air
2025-07-15,Supplier_B,USA,Manu_Y,Asia,WH_Berlin,DC_Toronto,Laptop,981,268,64,5,0,305091,Truck
2025-04-06,Supplier_A,China,Manu_Z,Europe,WH_Berlin,DC_Seoul,Monitor,898,252,47,5,0,279278,Sea
2025-05-20,Supplier_B,Germany,Manu_Y,Asia,WH_Chicago,DC_Paris,Router,455,241,18,7,0,133315,Sea
2025-08-02,Supplier_C,Brazil,Manu_Z,Europe,WH_Delhi,DC_Mumbai,Router,941,93,35,9,1,164675,Truck
2024-04-26,Supplier_A,India,Manu_Y,America,WH_Tokyo,DC_Toronto,Laptop,1254,110,78,3,0,220704,Rail
2024-12-06,Supplier_B,China,Manu_Y,Europe,WH_Berlin,DC_Rio,Phone,235,116,56,9,0,34780,Truck
2024-10-22,Supplier_B,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Seoul,Phone,391,165,20,5,0,77809,Rail
2024-12-26,Supplier_C,Japan,Manu_Z,America,WH_Delhi,DC_Mumbai,Laptop,482,197,93,6,1,130140,Air
2025-06-11,Supplier_D,India,Manu_Y,Europe,WH_Delhi,DC_Mumbai,Tablet,864,289,77,10,2,314496,Air
2023-08-23,Supplier_A,India,Manu_Y,America,WH_Berlin,DC_Rio,Router,1841,275,90,2,0,567028,Rail
2025-02-20,Supplier_C,India,Manu_X,Europe,WH_Delhi,DC_Mumbai,Laptop,316,248,46,8,2,91640,Air
2024-01-17,Supplier_A,Japan,Manu_X,Europe,WH_Berlin,DC_Mumbai,Laptop,741,155,36,6,0,163761,Rail
2025-03-28,Supplier_A,Germany,Manu_X,America,WH_Tokyo,DC_Toronto,Phone,1303,289,99,5,0,500352,Sea
2024-01-25,Supplier_D,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Paris,Tablet,292,60,33,10,1,29784,Sea
2023-11-27,Supplier_B,USA,Manu_Z,Europe,WH_Tokyo,DC_Seoul,Laptop,882,63,37,7,0,119952,Air
2025-07-17,Supplier_D,Germany,Manu_Z,America,WH_Delhi,DC_Toronto,Monitor,1817,66,96,5,1,247112,Air
2024-04-25,Supplier_D,India,Manu_X,Europe,WH_Berlin,DC_Paris,Tablet,329,154,17,6,0,70406,Sea
2025-07-11,Supplier_B,India,Manu_X,Asia,WH_Delhi,DC_Paris,Tablet,772,246,81,10,0,261708,Rail
2024-09-17,Supplier_D,Brazil,Manu_Y,Asia,WH_SaoPaulo,DC_Rio,Tablet,130,109,83,9,2,27040,Rail
2023-12-08,Supplier_A,Germany,Manu_X,America,WH_Berlin,DC_Rio,Tablet,847,277,41,8,0,296450,Sea
2025-04-04,Supplier_A,Brazil,Manu_Z,America,WH_Delhi,DC_Toronto,Laptop,1999,51,71,2,1,223888,Sea
2025-01-31,Supplier_A,China,Manu_Z,America,WH_Chicago,DC_Mumbai,Router,1123,97,27,2,0,221231,Sea
2024-03-28,Supplier_C,USA,Manu_X,Asia,WH_Tokyo,DC_Rio,Monitor,1377,53,13,2,1,101898,Air
2024-12-22,Supplier_C,China,Manu_X,America,WH_Berlin,DC_Rio,Router,1760,112,59,5,0,302720,Sea
2024-01-17,Supplier_B,India,Manu_Z,Europe,WH_Tokyo,DC_Toronto,Laptop,1280,78,71,10,0,212480,Sea
2025-05-07,Supplier_C,Japan,Manu_Z,Asia,WH_Berlin,DC_Rio,Phone,1552,103,43,7,0,274704,Sea
2024-07-31,Supplier_C,China,Manu_Z,America,WH_SaoPaulo,DC_Mumbai,Phone,1070,80,83,9,0,143380,Rail
2025-01-07,Supplier_B,Brazil,Manu_X,Asia,WH_Berlin,DC_Paris,Laptop,1035,168,94,5,0,223560,Truck
2024-04-29,Supplier_B,China,Manu_Y,Europe,WH_Tokyo,DC_Rio,Phone,687,54,45,2,0,76944,Truck
2023-11-06,Supplier_C,USA,Manu_Z,Europe,WH_SaoPaulo,DC_Mumbai,Monitor,1792,156,32,6,0,451584,Air
2025-01-05,Supplier_D,Japan,Manu_X,Europe,WH_Berlin,DC_Toronto,Monitor,1329,72,21,5,0,123597,Truck
2024-12-12,Supplier_D,China,Manu_X,America,WH_Chicago,DC_Rio,Laptop,1044,173,98,4,0,204624,Air
2025-06-07,Supplier_B,Japan,Manu_Y,Europe,WH_Delhi,DC_Mumbai,Laptop,1013,71,22,2,1,154989,Truck
2024-02-19,Supplier_B,USA,Manu_Y,Asia,WH_SaoPaulo,DC_Paris,Monitor,878,90,81,4,1,98336,Air
2024-05-29,Supplier_C,Brazil,Manu_X,America,WH_Berlin,DC_Seoul,Monitor,298,152,75,3,0,71520,Truck
2023-08-26,Supplier_B,India,Manu_Y,America,WH_Delhi,DC_Paris,Phone,322,122,11,8,0,59570,Air
2023-11-30,Supplier_C,USA,Manu_Y,America,WH_SaoPaulo,DC_Rio,Router,293,245,43,5,1,93174,Rail
2023-10-01,Supplier_D,Brazil,Manu_X,Asia,WH_Berlin,DC_Paris,Monitor,887,178,18,5,1,184496,Truck
2024-07-15,Supplier_C,India,Manu_Z,America,WH_SaoPaulo,DC_Seoul,Router,103,288,100,3,0,33784,Air
2024-12-09,Supplier_A,Japan,Manu_Y,America,WH_Berlin,DC_Rio,Tablet,937,153,73,8,0,163975,Rail
2024-04-24,Supplier_B,USA,Manu_Z,Europe,WH_Berlin,DC_Mumbai,Phone,1011,230,57,7,0,280047,Truck
2025-02-14,Supplier_A,Brazil,Manu_X,Asia,WH_Berlin,DC_Paris,Monitor,1052,201,98,6,1,285092,Sea
2024-11-12,Supplier_A,Japan,Manu_X,Asia,WH_SaoPaulo,DC_Paris,Phone,769,191,89,7,1,221472,Air
2024-08-02,Supplier_D,USA,Manu_X,America,WH_Berlin,DC_Rio,Phone,536,195,66,7,0,157584,Truck
2025-03-09,Supplier_D,China,Manu_Z,America,WH_Tokyo,DC_Toronto,Tablet,113,229,91,5,0,34013,Air
2024-12-12,Supplier_B,Japan,Manu_Y,America,WH_Chicago,DC_Paris,Monitor,621,274,15,6,1,221076,Air
2023-08-07,Supplier_B,Brazil,Manu_Y,Asia,WH_Delhi,DC_Seoul,Tablet,1492,62,78,3,0,158152,Truck
2023-10-15,Supplier_B,India,Manu_Y,America,WH_Chicago,DC_Mumbai,Laptop,1349,105,10,5,1,201001,Truck
2025-07-11,Supplier_C,Japan,Manu_X,America,WH_Berlin,DC_Paris,Router,813,262,87,7,0,278859,Rail
2024-04-21,Supplier_C,Germany,Manu_Z,America,WH_Tokyo,DC_Toronto,Phone,1381,259,49,7,0,385299,Sea
2024-05-07,Supplier_D,India,Manu_Z,America,WH_Berlin,DC_Toronto,Tablet,654,278,46,4,0,206010,Truck
2025-07-29,Supplier_B,Germany,Manu_Z,Asia,WH_Tokyo,DC_Rio,Monitor,1459,172,78,2,2,372045,Rail
2023-09-11,Supplier_C,USA,Manu_Y,Asia,WH_Chicago,DC_Seoul,Tablet,757,71,53,6,2,99924,Truck
2024-10-28,Supplier_D,Germany,Manu_Z,Asia,WH_Delhi,DC_Rio,Phone,959,114,94,6,0,137137,Rail
2025-01-26,Supplier_D,Germany,Manu_X,Europe,WH_Chicago,DC_Paris,Tablet,1587,68,45,9,0,146004,Truck
2024-12-14,Supplier_B,USA,Manu_Y,America,WH_Tokyo,DC_Rio,Router,785,240,43,7,0,240995,Rail
2024-09-25,Supplier_D,Brazil,Manu_X,Asia,WH_Tokyo,DC_Toronto,Tablet,704,183,21,2,1,185856,Truck
2024-04-04,Supplier_A,Germany,Manu_X,Europe,WH_Tokyo,DC_Toronto,Laptop,225,208,89,2,0,63450,Rail
2023-12-01,Supplier_B,USA,Manu_Y,Europe,WH_Chicago,DC_Seoul,Laptop,1761,161,43,6,0,334590,Truck
2024-01-21,Supplier_B,China,Manu_Z,America,WH_Tokyo,DC_Seoul,Phone,1327,291,21,6,1,504260,Rail
2024-12-31,Supplier_C,China,Manu_Z,America,WH_Tokyo,DC_Toronto,Tablet,1066,59,92,5,0,103402,Sea
2024-12-17,Supplier_B,India,Manu_X,America,WH_Delhi,DC_Seoul,Monitor,732,214,17,2,1,180804,Air
2025-01-17,Supplier_B,Brazil,Manu_Z,America,WH_SaoPaulo,DC_Seoul,Laptop,1159,87,46,3,0,193553,Sea
2023-11-20,Supplier_B,Japan,Manu_Y,Asia,WH_Delhi,DC_Seoul,Monitor,379,182,12,10,2,101572,Truck
2023-08-31,Supplier_A,Brazil,Manu_Z,Europe,WH_Chicago,DC_Rio,Monitor,1710,170,87,2,0,434340,Air
2024-06-23,Supplier_A,USA,Manu_X,Europe,WH_SaoPaulo,DC_Mumbai,Laptop,1771,211,44,2,2,467544,Air
2024-07-02,Supplier_D,Brazil,Manu_X,America,WH_Tokyo,DC_Toronto,Tablet,706,85,10,10,0,86838,Rail
2025-01-06,Supplier_B,India,Manu_X,Asia,WH_Berlin,DC_Rio,Phone,1831,261,77,3,0,631695,Truck
2023-12-03,Supplier_C,USA,Manu_X,Asia,WH_SaoPaulo,DC_Rio,Router,241,281,44,6,1,73746,Air
2024-03-06,Supplier_A,Japan,Manu_Y,Europe,WH_Chicago,DC_Mumbai,Router,1291,53,73,4,0,113608,Truck
2025-03-15,Supplier_A,India,Manu_X,Europe,WH_Berlin,DC_Rio,Tablet,747,153,32,10,2,174798,Sea
2025-02-07,Supplier_A,Brazil,Manu_Z,Europe,WH_Delhi,DC_Toronto,Router,1936,202,53,4,0,489808,Sea
2024-04-18,Supplier_B,Germany,Manu_Z,Asia,WH_Tokyo,DC_Seoul,Laptop,299,226,75,5,0,73853,Truck
2024-01-25,Supplier_A,China,Manu_Z,Europe,WH_Chicago,DC_Rio,Tablet,1372,261,35,3,2,391020,Rail
2025-01-10,Supplier_A,Japan,Manu_X,America,WH_Chicago,DC_Paris,Phone,1247,238,80,3,0,331702,Sea
2024-04-08,Supplier_A,Japan,Manu_Z,America,WH_SaoPaulo,DC_Mumbai,Phone,470,208,26,5,0,133950,Rail
2023-09-11,Supplier_C,USA,Manu_X,Asia,WH_Delhi,DC_Paris,Phone,595,270,79,8,0,203490,Sea
2024-08-30,Supplier_C,USA,Manu_X,Europe,WH_Delhi,DC_Mumbai,Router,291,227,49,7,0,87882,Rail
2023-09-15,Supplier_C,Japan,Manu_Z,Asia,WH_Chicago,DC_Rio,Monitor,404,167,72,2,0,107060,Air
2025-04-29,Supplier_D,Brazil,Manu_Y,America,WH_Delhi,DC_Paris,Monitor,842,246,19,7,0,288806,Rail
2023-09-15,Supplier_A,China,Manu_X,Europe,WH_SaoPaulo,DC_Seoul,Router,1962,173,54,9,0,378666,Air
2025-06-16,Supplier_B,China,Manu_Z,America,WH_Delhi,DC_Mumbai,Router,812,133,96,3,0,185948,Rail
2024-11-11,Supplier_D,Germany,Manu_Z,Asia,WH_Delhi,DC_Rio,Tablet,639,56,98,6,0,60705,Sea
2024-06-18,Supplier_A,Brazil,Manu_X,America,WH_SaoPaulo,DC_Seoul,Monitor,719,268,87,6,0,253807,Truck
2025-03-13,Supplier_B,Japan,Manu_Z,Asia,WH_Chicago,DC_Toronto,Monitor,1376,197,51,6,0,350880,Rail
2023-09-18,Supplier_A,Germany,Manu_Y,Europe,WH_Chicago,DC_Toronto,Router,175,65,23,10,0,21350,Air
2025-01-03,Supplier_C,Japan,Manu_Z,Europe,WH_Delhi,DC_Mumbai,Phone,1667,193,11,8,0,385077,Truck
2024-09-01,Supplier_D,Germany,Manu_Z,America,WH_Chicago,DC_Toronto,Router,484,83,44,4,0,73568,Sea
2023-12-13,Supplier_D,India,Manu_Z,America,WH_Delhi,DC_Rio,Monitor,524,216,100,8,2,135192,Air
2024-01-12,Supplier_C,Japan,Manu_Z,Europe,WH_Tokyo,DC_Mumbai,Phone,1861,245,66,6,1,502470,Truck
2024-07-07,Supplier_B,India,Manu_X,Europe,WH_Delhi,DC_Mumbai,Monitor,1135,52,73,7,0,170250,Truck
2023-12-05,Supplier_D,India,Manu_Z,Asia,WH_Chicago,DC_Seoul,Router,188,189,39,4,0,42488,Rail
2023-09-20,Supplier_C,Brazil,Manu_Y,Europe,WH_SaoPaulo,DC_Mumbai,Tablet,1883,224,67,6,4,587496,Rail
2024-04-20,Supplier_C,Japan,Manu_Z,Asia,WH_Berlin,DC_Toronto,Tablet,258,268,30,10,1,88494,Sea
2025-01-14,Supplier_C,Germany,Manu_Z,Asia,WH_Chicago,DC_Rio,Laptop,1628,181,55,5,0,450956,Sea
2025-05-26,Supplier_A,Brazil,Manu_Z,America,WH_Tokyo,DC_Seoul,Monitor,708,250,95,4,0,213108,Sea
2025-01-11,Supplier_D,India,Manu_Y,Europe,WH_SaoPaulo,DC_Rio,Laptop,415,154,18,6,0,103335,Air
2024-01-29,Supplier_C,India,Manu_Y,Europe,WH_Delhi,DC_Paris,Phone,989,144,51,7,2,216591,Rail
2024-11-19,Supplier_A,USA,Manu_Z,Asia,WH_SaoPaulo,DC_Seoul,Phone,1565,265,34,5,1,533665,Truck
2025-06-20,Supplier_C,Japan,Manu_Z,Asia,WH_Chicago,DC_Toronto,Router,1775,133,40,9,2,411800,Air
2025-04-06,Supplier_D,India,Manu_Z,Europe,WH_Chicago,DC_Rio,Tablet,388,204,47,7,0,100104,Air
2023-11-18,Supplier_A,Japan,Manu_Z,America,WH_Chicago,DC_Mumbai,Router,1388,167,22,4,0,270660,Rail
2024-04-23,Supplier_C,USA,Manu_Y,America,WH_SaoPaulo,DC_Toronto,Monitor,1551,168,72,7,1,381546,Air
2024-12-05,Supplier_D,China,Manu_X,Europe,WH_SaoPaulo,DC_Seoul,Monitor,1938,224,35,9,0,563958,Truck
2023-12-16,Supplier_D,India,Manu_Y,Europe,WH_SaoPaulo,DC_Toronto,Tablet,443,158,13,2,1,88600,Sea
